Date,Item Code,Route Code,Customer Code,Sales Quantity,Stales Quantity
01-01-2022,ITEM02,ROUTE01,CUST223,288,34
01-01-2022,ITEM06,ROUTE05,CUST443,189,43
01-01-2022,ITEM09,ROUTE12,CUST174,241,0
01-01-2022,ITEM01,ROUTE10,CUST003,422,0
01-01-2022,ITEM08,ROUTE15,CUST003,465,0
01-01-2022,ITEM06,ROUTE13,CUST003,153,0
01-01-2022,ITEM01,ROUTE17,CUST335,133,30
01-01-2022,ITEM02,ROUTE19,CUST335,65,0
01-01-2022,ITEM03,ROUTE11,CUST335,387,0
01-01-2022,ITEM02,ROUTE15,CUST273,334,69
01-01-2022,ITEM09,ROUTE09,CUST273,326,0
01-01-2022,ITEM04,ROUTE11,CUST071,482,0
01-01-2022,ITEM05,ROUTE07,CUST071,221,32
01-01-2022,ITEM01,ROUTE17,CUST071,344,47
01-01-2022,ITEM06,ROUTE08,CUST211,90,15
01-01-2022,ITEM03,ROUTE19,CUST211,479,71
01-01-2022,ITEM06,ROUTE17,CUST064,162,30
01-01-2022,ITEM04,ROUTE04,CUST064,405,0
01-01-2022,ITEM05,ROUTE18,CUST348,467,107
01-01-2022,ITEM07,ROUTE03,CUST348,493,0
01-01-2022,ITEM08,ROUTE15,CUST348,242,0
01-01-2022,ITEM05,ROUTE14,CUST094,252,0
01-01-2022,ITEM09,ROUTE10,CUST094,341,0
01-01-2022,ITEM01,ROUTE16,CUST094,494,58
01-01-2022,ITEM09,ROUTE03,CUST488,152,0
01-01-2022,ITEM06,ROUTE06,CUST488,311,0
01-01-2022,ITEM07,ROUTE17,CUST186,338,0
01-01-2022,ITEM08,ROUTE08,CUST186,525,0
01-01-2022,ITEM05,ROUTE11,CUST186,45,10
01-01-2022,ITEM08,ROUTE02,CUST034,63,0
01-01-2022,ITEM04,ROUTE12,CUST034,114,15
01-01-2022,ITEM07,ROUTE10,CUST078,252,0
01-01-2022,ITEM08,ROUTE14,CUST078,106,0
01-01-2022,ITEM10,ROUTE01,CUST078,297,34
01-01-2022,ITEM06,ROUTE02,CUST001,110,21
01-01-2022,ITEM10,ROUTE13,CUST012,277,69
01-01-2022,ITEM06,ROUTE07,CUST311,383,0
01-01-2022,ITEM09,ROUTE17,CUST023,407,56
01-01-2022,ITEM01,ROUTE12,CUST023,434,0
01-01-2022,ITEM10,ROUTE17,CUST023,287,0
01-01-2022,ITEM06,ROUTE15,CUST073,364,0
01-01-2022,ITEM07,ROUTE16,CUST183,448,0
01-01-2022,ITEM04,ROUTE18,CUST183,311,0
01-01-2022,ITEM01,ROUTE18,CUST183,556,64
01-01-2022,ITEM06,ROUTE08,CUST132,223,0
01-01-2022,ITEM07,ROUTE17,CUST132,59,0
01-01-2022,ITEM01,ROUTE18,CUST132,242,45
01-01-2022,ITEM06,ROUTE18,CUST413,545,0
01-01-2022,ITEM04,ROUTE14,CUST413,86,15
01-01-2022,ITEM10,ROUTE07,CUST195,425,56
01-01-2022,ITEM07,ROUTE14,CUST056,102,21
01-01-2022,ITEM03,ROUTE04,CUST056,223,28
01-01-2022,ITEM10,ROUTE05,CUST056,492,101
01-01-2022,ITEM09,ROUTE19,CUST149,370,82
01-01-2022,ITEM05,ROUTE09,CUST149,343,69
01-01-2022,ITEM10,ROUTE05,CUST149,326,47
01-01-2022,ITEM07,ROUTE18,CUST019,133,0
01-01-2022,ITEM03,ROUTE02,CUST429,363,62
01-01-2022,ITEM09,ROUTE09,CUST429,288,53
01-01-2022,ITEM02,ROUTE09,CUST429,104,0
01-01-2022,ITEM07,ROUTE16,CUST079,276,43
01-01-2022,ITEM01,ROUTE08,CUST079,347,84
01-01-2022,ITEM06,ROUTE19,CUST497,409,0
01-01-2022,ITEM07,ROUTE16,CUST497,203,38
01-01-2022,ITEM02,ROUTE13,CUST412,357,0
01-01-2022,ITEM03,ROUTE12,CUST325,301,64
01-01-2022,ITEM01,ROUTE17,CUST325,296,38
01-01-2022,ITEM08,ROUTE15,CUST486,298,69
01-01-2022,ITEM03,ROUTE18,CUST080,424,71
01-01-2022,ITEM08,ROUTE12,CUST080,225,0
01-01-2022,ITEM10,ROUTE02,CUST040,472,77
01-01-2022,ITEM04,ROUTE03,CUST040,509,0
01-01-2022,ITEM05,ROUTE11,CUST040,478,84
01-01-2022,ITEM08,ROUTE05,CUST454,583,144
01-01-2022,ITEM02,ROUTE05,CUST454,403,0
01-01-2022,ITEM06,ROUTE16,CUST047,90,15
01-01-2022,ITEM05,ROUTE17,CUST047,157,0
01-01-2022,ITEM08,ROUTE20,CUST267,467,0
01-01-2022,ITEM06,ROUTE12,CUST267,378,41
01-01-2022,ITEM09,ROUTE08,CUST394,270,30
01-01-2022,ITEM05,ROUTE19,CUST354,117,17
01-01-2022,ITEM02,ROUTE14,CUST354,168,0
01-01-2022,ITEM06,ROUTE09,CUST209,376,0
01-01-2022,ITEM01,ROUTE10,CUST279,452,49
01-01-2022,ITEM04,ROUTE03,CUST279,139,0
01-01-2022,ITEM05,ROUTE07,CUST292,135,17
01-01-2022,ITEM01,ROUTE03,CUST292,177,34
01-01-2022,ITEM03,ROUTE11,CUST292,54,0
01-01-2022,ITEM02,ROUTE19,CUST319,356,0
01-01-2022,ITEM10,ROUTE15,CUST306,456,0
01-01-2022,ITEM09,ROUTE20,CUST306,320,56
01-01-2022,ITEM06,ROUTE04,CUST256,119,0
01-01-2022,ITEM09,ROUTE07,CUST256,568,79
01-01-2022,ITEM07,ROUTE10,CUST070,452,92
01-01-2022,ITEM08,ROUTE07,CUST458,137,32
01-01-2022,ITEM07,ROUTE08,CUST254,468,0
01-01-2022,ITEM08,ROUTE11,CUST254,48,0
01-01-2022,ITEM06,ROUTE10,CUST254,132,32
01-01-2022,ITEM06,ROUTE11,CUST155,443,0
01-01-2022,ITEM05,ROUTE18,CUST083,315,0
01-01-2022,ITEM02,ROUTE17,CUST303,186,23
01-01-2022,ITEM04,ROUTE18,CUST303,284,32
01-01-2022,ITEM01,ROUTE13,CUST173,386,0
01-01-2022,ITEM04,ROUTE02,CUST323,274,41
01-01-2022,ITEM07,ROUTE10,CUST323,462,99
01-01-2022,ITEM09,ROUTE08,CUST323,361,47
01-01-2022,ITEM02,ROUTE02,CUST091,197,0
01-01-2022,ITEM07,ROUTE06,CUST181,193,34
01-01-2022,ITEM10,ROUTE07,CUST417,128,15
01-01-2022,ITEM06,ROUTE07,CUST417,207,0
01-01-2022,ITEM06,ROUTE03,CUST470,168,0
01-01-2022,ITEM10,ROUTE12,CUST397,174,32
01-01-2022,ITEM10,ROUTE11,CUST387,407,43
01-01-2022,ITEM08,ROUTE04,CUST387,239,30
01-01-2022,ITEM01,ROUTE13,CUST387,272,0
01-01-2022,ITEM06,ROUTE04,CUST475,117,25
01-01-2022,ITEM04,ROUTE04,CUST440,132,0
01-01-2022,ITEM03,ROUTE01,CUST440,180,41
01-01-2022,ITEM08,ROUTE13,CUST440,447,60
01-01-2022,ITEM04,ROUTE16,CUST326,87,15
01-01-2022,ITEM05,ROUTE10,CUST434,504,62
01-01-2022,ITEM07,ROUTE03,CUST434,179,41
01-01-2022,ITEM09,ROUTE13,CUST500,489,77
01-01-2022,ITEM06,ROUTE11,CUST087,280,0
01-01-2022,ITEM04,ROUTE06,CUST087,105,17
01-01-2022,ITEM01,ROUTE04,CUST087,297,32
01-01-2022,ITEM10,ROUTE02,CUST076,552,0
01-01-2022,ITEM09,ROUTE06,CUST441,214,38
01-01-2022,ITEM05,ROUTE15,CUST016,365,0
01-01-2022,ITEM05,ROUTE19,CUST251,123,19
01-01-2022,ITEM01,ROUTE01,CUST424,321,0
01-01-2022,ITEM03,ROUTE09,CUST020,459,0
01-01-2022,ITEM09,ROUTE05,CUST324,258,53
01-01-2022,ITEM01,ROUTE10,CUST324,242,0
01-01-2022,ITEM05,ROUTE10,CUST324,225,23
01-01-2022,ITEM10,ROUTE18,CUST334,303,0
01-01-2022,ITEM01,ROUTE02,CUST334,327,71
01-01-2022,ITEM08,ROUTE14,CUST334,385,0
01-01-2022,ITEM08,ROUTE08,CUST057,367,0
01-01-2022,ITEM01,ROUTE19,CUST235,277,0
01-01-2022,ITEM08,ROUTE19,CUST315,378,69
01-01-2022,ITEM01,ROUTE14,CUST315,365,0
01-01-2022,ITEM03,ROUTE04,CUST333,197,43
01-01-2022,ITEM08,ROUTE02,CUST133,110,0
01-01-2022,ITEM03,ROUTE18,CUST138,230,0
01-01-2022,ITEM08,ROUTE04,CUST138,250,56
01-01-2022,ITEM04,ROUTE04,CUST138,77,0
01-01-2022,ITEM10,ROUTE09,CUST426,268,64
01-01-2022,ITEM03,ROUTE01,CUST426,174,0
01-01-2022,ITEM01,ROUTE10,CUST426,237,53
01-01-2022,ITEM04,ROUTE13,CUST337,129,23
01-01-2022,ITEM04,ROUTE03,CUST026,163,25
01-01-2022,ITEM01,ROUTE05,CUST400,329,60
01-01-2022,ITEM02,ROUTE10,CUST400,72,0
01-01-2022,ITEM04,ROUTE04,CUST477,105,0
01-01-2022,ITEM07,ROUTE16,CUST249,352,49
01-01-2022,ITEM06,ROUTE10,CUST249,270,32
01-01-2022,ITEM01,ROUTE09,CUST249,191,0
01-01-2022,ITEM05,ROUTE17,CUST239,508,86
01-01-2022,ITEM10,ROUTE07,CUST239,370,71
01-01-2022,ITEM01,ROUTE11,CUST118,462,0
01-01-2022,ITEM09,ROUTE12,CUST043,332,0
01-01-2022,ITEM01,ROUTE03,CUST043,202,38
01-01-2022,ITEM03,ROUTE05,CUST238,62,12
01-01-2022,ITEM10,ROUTE10,CUST238,355,66
01-01-2022,ITEM06,ROUTE12,CUST177,207,23
01-01-2022,ITEM03,ROUTE20,CUST177,136,21
01-01-2022,ITEM01,ROUTE03,CUST322,194,0
01-01-2022,ITEM09,ROUTE08,CUST322,326,77
01-01-2022,ITEM09,ROUTE05,CUST154,342,0
01-01-2022,ITEM07,ROUTE14,CUST468,214,0
01-01-2022,ITEM01,ROUTE06,CUST468,185,0
01-01-2022,ITEM05,ROUTE15,CUST229,424,45
01-01-2022,ITEM02,ROUTE16,CUST427,326,36
01-01-2022,ITEM04,ROUTE13,CUST205,117,15
01-01-2022,ITEM10,ROUTE14,CUST205,527,0
01-01-2022,ITEM09,ROUTE07,CUST127,343,0
01-01-2022,ITEM02,ROUTE20,CUST370,198,0
01-01-2022,ITEM08,ROUTE10,CUST032,295,0
01-01-2022,ITEM01,ROUTE13,CUST032,225,0
01-01-2022,ITEM08,ROUTE15,CUST114,222,32
01-01-2022,ITEM06,ROUTE15,CUST114,565,0
01-01-2022,ITEM01,ROUTE05,CUST278,348,0
01-01-2022,ITEM06,ROUTE12,CUST278,417,90
01-01-2022,ITEM02,ROUTE02,CUST204,83,0
01-01-2022,ITEM03,ROUTE17,CUST204,68,10
01-01-2022,ITEM05,ROUTE02,CUST204,110,0
01-01-2022,ITEM01,ROUTE15,CUST141,399,0
01-01-2022,ITEM04,ROUTE03,CUST141,269,38
01-01-2022,ITEM01,ROUTE08,CUST058,278,62
01-01-2022,ITEM10,ROUTE14,CUST058,542,120
01-01-2022,ITEM03,ROUTE17,CUST058,506,90
01-01-2022,ITEM10,ROUTE18,CUST193,528,86
01-01-2022,ITEM05,ROUTE12,CUST193,103,15
01-01-2022,ITEM09,ROUTE09,CUST193,193,28
01-01-2022,ITEM01,ROUTE03,CUST025,481,0
01-01-2022,ITEM06,ROUTE14,CUST018,337,71
01-01-2022,ITEM08,ROUTE11,CUST018,325,0
01-01-2022,ITEM01,ROUTE05,CUST343,61,12
01-01-2022,ITEM06,ROUTE06,CUST067,286,0
01-01-2022,ITEM08,ROUTE02,CUST067,509,69
01-01-2022,ITEM09,ROUTE01,CUST210,181,19
01-01-2022,ITEM05,ROUTE15,CUST210,425,47
01-01-2022,ITEM08,ROUTE16,CUST482,434,92
01-01-2022,ITEM02,ROUTE15,CUST482,409,60
01-01-2022,ITEM05,ROUTE06,CUST095,169,0
01-01-2022,ITEM02,ROUTE13,CUST350,231,0
01-01-2022,ITEM03,ROUTE19,CUST411,88,15
01-01-2022,ITEM05,ROUTE17,CUST411,319,0
01-01-2022,ITEM09,ROUTE06,CUST411,224,0
01-01-2022,ITEM08,ROUTE14,CUST024,114,0
01-01-2022,ITEM07,ROUTE19,CUST024,470,53
01-01-2022,ITEM03,ROUTE11,CUST312,328,0
01-01-2022,ITEM08,ROUTE09,CUST263,147,32
01-01-2022,ITEM05,ROUTE17,CUST263,391,45
01-01-2022,ITEM06,ROUTE01,CUST431,290,0
01-01-2022,ITEM10,ROUTE17,CUST431,313,0
01-01-2022,ITEM05,ROUTE08,CUST006,73,0
01-01-2022,ITEM10,ROUTE19,CUST006,193,0
01-01-2022,ITEM07,ROUTE04,CUST006,507,0
01-01-2022,ITEM05,ROUTE06,CUST117,237,0
01-01-2022,ITEM09,ROUTE12,CUST117,254,0
01-01-2022,ITEM07,ROUTE16,CUST046,283,0
01-01-2022,ITEM06,ROUTE06,CUST046,78,0
01-01-2022,ITEM10,ROUTE11,CUST017,420,51
01-01-2022,ITEM03,ROUTE05,CUST017,370,86
01-01-2022,ITEM08,ROUTE19,CUST017,108,0
01-01-2022,ITEM02,ROUTE13,CUST465,339,0
01-01-2022,ITEM02,ROUTE15,CUST359,418,0
01-01-2022,ITEM10,ROUTE01,CUST359,187,0
01-01-2022,ITEM05,ROUTE07,CUST004,327,0
01-01-2022,ITEM07,ROUTE02,CUST004,369,0
01-01-2022,ITEM06,ROUTE18,CUST004,116,19
01-01-2022,ITEM01,ROUTE08,CUST453,247,51
01-01-2022,ITEM10,ROUTE03,CUST453,282,47
01-01-2022,ITEM08,ROUTE05,CUST453,294,0
01-01-2022,ITEM09,ROUTE04,CUST272,122,0
01-01-2022,ITEM09,ROUTE08,CUST061,128,25
01-01-2022,ITEM01,ROUTE04,CUST061,461,79
01-01-2022,ITEM08,ROUTE18,CUST111,438,0
01-01-2022,ITEM03,ROUTE04,CUST452,138,0
01-01-2022,ITEM09,ROUTE03,CUST452,105,0
01-01-2022,ITEM04,ROUTE10,CUST439,144,21
01-01-2022,ITEM08,ROUTE05,CUST439,97,23
01-01-2022,ITEM02,ROUTE17,CUST030,453,105
01-01-2022,ITEM04,ROUTE14,CUST447,392,82
01-01-2022,ITEM01,ROUTE07,CUST447,350,0
01-01-2022,ITEM06,ROUTE03,CUST447,468,99
01-01-2022,ITEM09,ROUTE05,CUST457,335,73
01-01-2022,ITEM05,ROUTE05,CUST457,247,0
01-01-2022,ITEM07,ROUTE02,CUST457,297,0
01-01-2022,ITEM08,ROUTE12,CUST027,102,0
01-01-2022,ITEM02,ROUTE16,CUST027,155,23
01-01-2022,ITEM02,ROUTE18,CUST008,263,38
01-01-2022,ITEM09,ROUTE19,CUST008,247,0
01-01-2022,ITEM08,ROUTE13,CUST008,186,45
01-01-2022,ITEM02,ROUTE15,CUST456,278,0
01-01-2022,ITEM09,ROUTE03,CUST109,235,0
01-01-2022,ITEM01,ROUTE03,CUST109,59,8
01-01-2022,ITEM02,ROUTE13,CUST038,330,34
01-01-2022,ITEM10,ROUTE09,CUST038,203,0
01-01-2022,ITEM09,ROUTE08,CUST038,71,12
01-01-2022,ITEM07,ROUTE02,CUST158,111,21
01-01-2022,ITEM02,ROUTE16,CUST158,95,15
01-01-2022,ITEM10,ROUTE08,CUST469,309,0
01-01-2022,ITEM01,ROUTE07,CUST469,115,0
01-01-2022,ITEM06,ROUTE17,CUST119,232,23
01-01-2022,ITEM04,ROUTE10,CUST119,85,0
01-01-2022,ITEM10,ROUTE08,CUST115,60,10
01-01-2022,ITEM08,ROUTE18,CUST115,312,71
01-01-2022,ITEM10,ROUTE17,CUST176,405,62
01-01-2022,ITEM02,ROUTE19,CUST262,211,0
01-01-2022,ITEM07,ROUTE04,CUST262,447,0
01-01-2022,ITEM10,ROUTE01,CUST182,384,53
01-01-2022,ITEM02,ROUTE04,CUST145,565,0
01-01-2022,ITEM04,ROUTE20,CUST145,274,0
01-01-2022,ITEM10,ROUTE12,CUST372,336,0
01-01-2022,ITEM10,ROUTE01,CUST382,159,0
01-01-2022,ITEM09,ROUTE02,CUST382,377,58
01-01-2022,ITEM01,ROUTE01,CUST282,337,0
01-01-2022,ITEM10,ROUTE13,CUST282,408,0
01-01-2022,ITEM09,ROUTE03,CUST365,501,0
01-01-2022,ITEM06,ROUTE01,CUST219,381,0
01-01-2022,ITEM07,ROUTE17,CUST219,130,28
01-01-2022,ITEM08,ROUTE07,CUST448,309,66
01-01-2022,ITEM03,ROUTE16,CUST448,97,0
01-01-2022,ITEM07,ROUTE04,CUST142,126,0
01-01-2022,ITEM02,ROUTE02,CUST142,273,0
01-01-2022,ITEM05,ROUTE12,CUST142,275,49
01-01-2022,ITEM07,ROUTE17,CUST368,117,28
01-01-2022,ITEM01,ROUTE10,CUST368,318,0
01-01-2022,ITEM06,ROUTE08,CUST368,475,0
01-01-2022,ITEM02,ROUTE09,CUST068,183,45
01-01-2022,ITEM05,ROUTE05,CUST068,139,25
01-01-2022,ITEM03,ROUTE01,CUST068,444,0
01-01-2022,ITEM01,ROUTE13,CUST212,222,56
01-01-2022,ITEM10,ROUTE12,CUST169,100,10
01-01-2022,ITEM08,ROUTE06,CUST496,340,0
01-01-2022,ITEM06,ROUTE12,CUST496,458,105
01-01-2022,ITEM07,ROUTE17,CUST496,149,0
01-01-2022,ITEM09,ROUTE11,CUST378,97,23
01-01-2022,ITEM01,ROUTE18,CUST378,446,0
01-01-2022,ITEM08,ROUTE10,CUST361,262,0
01-01-2022,ITEM02,ROUTE10,CUST194,253,0
01-01-2022,ITEM10,ROUTE02,CUST194,145,34
01-01-2022,ITEM07,ROUTE17,CUST194,355,77
01-01-2022,ITEM08,ROUTE20,CUST248,216,36
01-01-2022,ITEM04,ROUTE18,CUST248,268,0
01-01-2022,ITEM05,ROUTE20,CUST248,392,43
01-01-2022,ITEM03,ROUTE05,CUST110,297,45
01-01-2022,ITEM07,ROUTE14,CUST250,204,32
01-01-2022,ITEM08,ROUTE18,CUST250,145,0
01-01-2022,ITEM01,ROUTE16,CUST250,203,49
01-01-2022,ITEM08,ROUTE08,CUST146,462,0
01-01-2022,ITEM10,ROUTE10,CUST146,45,0
01-01-2022,ITEM09,ROUTE09,CUST093,375,0
01-01-2022,ITEM01,ROUTE06,CUST093,442,94
01-01-2022,ITEM02,ROUTE07,CUST093,378,0
01-01-2022,ITEM02,ROUTE05,CUST153,432,60
01-01-2022,ITEM01,ROUTE05,CUST153,66,0
01-01-2022,ITEM07,ROUTE16,CUST153,513,0
01-01-2022,ITEM07,ROUTE09,CUST221,197,0
01-01-2022,ITEM04,ROUTE17,CUST221,440,0
01-01-2022,ITEM02,ROUTE02,CUST232,133,0
01-01-2022,ITEM04,ROUTE06,CUST232,42,8
01-01-2022,ITEM09,ROUTE17,CUST232,524,58
01-01-2022,ITEM02,ROUTE12,CUST084,427,73
01-01-2022,ITEM05,ROUTE11,CUST445,357,0
01-01-2022,ITEM08,ROUTE17,CUST166,178,36
01-01-2022,ITEM02,ROUTE10,CUST164,119,0
01-01-2022,ITEM01,ROUTE02,CUST164,478,120
01-01-2022,ITEM09,ROUTE08,CUST164,51,6
01-01-2022,ITEM08,ROUTE11,CUST200,412,0
01-01-2022,ITEM10,ROUTE01,CUST200,59,0
01-01-2022,ITEM04,ROUTE02,CUST230,91,0
01-01-2022,ITEM05,ROUTE20,CUST230,252,0
01-01-2022,ITEM07,ROUTE08,CUST075,261,53
01-01-2022,ITEM01,ROUTE02,CUST075,56,0
01-01-2022,ITEM09,ROUTE09,CUST075,141,30
01-01-2022,ITEM04,ROUTE02,CUST418,176,23
01-01-2022,ITEM05,ROUTE11,CUST418,405,51
01-01-2022,ITEM09,ROUTE06,CUST418,63,0
01-01-2022,ITEM09,ROUTE06,CUST407,262,0
01-01-2022,ITEM01,ROUTE16,CUST407,346,58
01-01-2022,ITEM10,ROUTE02,CUST407,401,0
01-01-2022,ITEM02,ROUTE04,CUST376,139,15
01-01-2022,ITEM05,ROUTE04,CUST120,138,32
01-01-2022,ITEM05,ROUTE15,CUST321,360,38
01-01-2022,ITEM09,ROUTE19,CUST321,264,51
01-01-2022,ITEM06,ROUTE20,CUST389,77,12
01-01-2022,ITEM01,ROUTE01,CUST355,394,92
01-01-2022,ITEM04,ROUTE10,CUST355,434,107
01-01-2022,ITEM07,ROUTE10,CUST356,301,0
01-01-2022,ITEM04,ROUTE07,CUST356,479,79
01-01-2022,ITEM05,ROUTE05,CUST356,151,0
02-01-2022,ITEM02,ROUTE15,CUST067,429,0
02-01-2022,ITEM08,ROUTE09,CUST067,411,56
02-01-2022,ITEM02,ROUTE12,CUST098,514,0
02-01-2022,ITEM01,ROUTE18,CUST033,479,0
02-01-2022,ITEM07,ROUTE11,CUST443,167,0
02-01-2022,ITEM02,ROUTE10,CUST443,83,0
02-01-2022,ITEM08,ROUTE13,CUST443,75,10
02-01-2022,ITEM05,ROUTE14,CUST306,125,0
02-01-2022,ITEM01,ROUTE10,CUST306,435,53
02-01-2022,ITEM04,ROUTE12,CUST306,140,23
02-01-2022,ITEM03,ROUTE16,CUST148,71,10
02-01-2022,ITEM03,ROUTE18,CUST432,418,0
02-01-2022,ITEM08,ROUTE12,CUST432,98,0
02-01-2022,ITEM02,ROUTE03,CUST432,93,17
02-01-2022,ITEM03,ROUTE13,CUST026,236,41
02-01-2022,ITEM04,ROUTE04,CUST026,103,17
02-01-2022,ITEM02,ROUTE06,CUST026,246,0
02-01-2022,ITEM01,ROUTE06,CUST249,229,0
02-01-2022,ITEM04,ROUTE12,CUST249,246,28
02-01-2022,ITEM10,ROUTE04,CUST259,65,0
02-01-2022,ITEM02,ROUTE13,CUST364,295,53
02-01-2022,ITEM06,ROUTE17,CUST034,226,32
02-01-2022,ITEM04,ROUTE02,CUST034,286,0
02-01-2022,ITEM05,ROUTE07,CUST034,68,10
02-01-2022,ITEM10,ROUTE20,CUST053,278,0
02-01-2022,ITEM08,ROUTE20,CUST053,472,120
02-01-2022,ITEM08,ROUTE08,CUST143,141,0
02-01-2022,ITEM07,ROUTE11,CUST143,247,32
02-01-2022,ITEM04,ROUTE06,CUST358,323,0
02-01-2022,ITEM07,ROUTE19,CUST358,299,0
02-01-2022,ITEM03,ROUTE19,CUST358,172,28
02-01-2022,ITEM05,ROUTE06,CUST142,87,15
02-01-2022,ITEM10,ROUTE19,CUST142,321,79
02-01-2022,ITEM05,ROUTE03,CUST307,238,32
02-01-2022,ITEM06,ROUTE01,CUST307,445,105
02-01-2022,ITEM08,ROUTE12,CUST307,252,0
02-01-2022,ITEM10,ROUTE03,CUST377,239,0
02-01-2022,ITEM02,ROUTE09,CUST377,350,43
02-01-2022,ITEM03,ROUTE19,CUST377,341,43
02-01-2022,ITEM07,ROUTE18,CUST105,429,79
02-01-2022,ITEM06,ROUTE16,CUST105,195,0
02-01-2022,ITEM09,ROUTE02,CUST105,243,32
02-01-2022,ITEM03,ROUTE15,CUST290,255,43
02-01-2022,ITEM07,ROUTE04,CUST227,164,34
02-01-2022,ITEM09,ROUTE11,CUST219,122,21
02-01-2022,ITEM05,ROUTE05,CUST219,87,0
02-01-2022,ITEM08,ROUTE13,CUST350,470,82
02-01-2022,ITEM01,ROUTE20,CUST395,424,0
02-01-2022,ITEM05,ROUTE06,CUST349,139,0
02-01-2022,ITEM03,ROUTE14,CUST346,543,0
02-01-2022,ITEM04,ROUTE15,CUST346,135,0
02-01-2022,ITEM08,ROUTE13,CUST346,263,0
02-01-2022,ITEM04,ROUTE20,CUST225,379,0
02-01-2022,ITEM09,ROUTE18,CUST225,447,0
02-01-2022,ITEM02,ROUTE19,CUST355,462,64
02-01-2022,ITEM05,ROUTE14,CUST297,389,56
02-01-2022,ITEM09,ROUTE13,CUST287,576,0
02-01-2022,ITEM10,ROUTE19,CUST287,160,21
02-01-2022,ITEM01,ROUTE03,CUST287,368,69
02-01-2022,ITEM08,ROUTE06,CUST316,556,77
02-01-2022,ITEM05,ROUTE10,CUST457,231,34
02-01-2022,ITEM02,ROUTE06,CUST276,400,47
02-01-2022,ITEM06,ROUTE16,CUST276,268,30
02-01-2022,ITEM10,ROUTE03,CUST276,460,0
02-01-2022,ITEM05,ROUTE05,CUST191,95,15
02-01-2022,ITEM03,ROUTE14,CUST470,339,0
02-01-2022,ITEM06,ROUTE13,CUST489,375,0
